Unnamed: 0,event_name,event_id,year,location,discipline,gender,round,start_date,category_round_results,event_results
72,IFSC Climbing Worldcup (B) - Munich (GER) 2016,947,2016,Munich,Boulder,Men,Final,2016-08-12,/api/v1/category_rounds/3877/results,/api/v1/events/947/result/3
73,IFSC Climbing Worldcup (B) - Munich (GER) 2016,947,2016,Munich,Boulder,Women,Qualification,2016-08-12,/api/v1/category_rounds/3872/results,/api/v1/events/947/result/7
74,IFSC Climbing Worldcup (B) - Munich (GER) 2016,947,2016,Munich,Boulder,Women,Semi-Final,2016-08-12,/api/v1/category_rounds/3873/results,/api/v1/events/947/result/7
75,IFSC Climbing Worldcup (B) - Munich (GER) 2016,947,2016,Munich,Boulder,Women,Final,2016-08-12,/api/v1/category_rounds/3874/results,/api/v1/events/947/result/7
76,IFSC Climbing Worldcup (L) - Imst (AUT) 2016 ,948,2016,Imst,Lead,Men,Qualification,2016-08-19,/api/v1/category_rounds/3881/results,/api/v1/events/948/result/1
77,IFSC Climbing Worldcup (L) - Imst (AUT) 2016 ,948,2016,Imst,Lead,Men,Semi-Final,2016-08-19,/api/v1/category_rounds/3882/results,/api/v1/events/948/result/1
78,IFSC Climbing Worldcup (L) - Imst (AUT) 2016 ,948,2016,Imst,Lead,Men,Final,2016-08-19,/api/v1/category_rounds/3883/results,/api/v1/events/948/result/1
79,IFSC Climbing Worldcup (L) - Imst (AUT) 2016 ,948,2016,Imst,Lead,Women,Qualification,2016-08-19,/api/v1/category_rounds/3878/results,/api/v1/events/948/result/5
80,IFSC Climbing Worldcup (L) - Imst (AUT) 2016 ,948,2016,Imst,Lead,Women,Semi-Final,2016-08-19,/api/v1/category_rounds/3879/results,/api/v1/events/948/result/5
81,IFSC Climbing Worldcup (L) - Imst (AUT) 2016 ,948,2016,Imst,Lead,Women,Final,2016-08-19,/api/v1/category_rounds/3880/results,/api/v1/events/948/result/5
82,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Lead,Men,Qualification,2016-08-26,/api/v1/category_rounds/3889/results,/api/v1/events/949/result/1
83,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Lead,Men,Semi-Final,2016-08-26,/api/v1/category_rounds/3890/results,/api/v1/events/949/result/1
84,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Lead,Men,Final,2016-08-26,/api/v1/category_rounds/3891/results,/api/v1/events/949/result/1
85,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Lead,Women,Qualification,2016-08-26,/api/v1/category_rounds/3884/results,/api/v1/events/949/result/5
86,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Lead,Women,Semi-Final,2016-08-26,/api/v1/category_rounds/3885/results,/api/v1/events/949/result/5
87,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Lead,Women,Final,2016-08-26,/api/v1/category_rounds/3886/results,/api/v1/events/949/result/5
88,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Qualification,2016-08-26,/api/v1/category_rounds/3892/results,/api/v1/events/949/result/2
89,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Men,Final,2016-08-26,/api/v1/category_rounds/3893/results,/api/v1/events/949/result/2
90,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Women,Qualification,2016-08-26,/api/v1/category_rounds/3887/results,/api/v1/events/949/result/6
91,"IFSC Climbing Worldcup (L, S) - Arco (ITA) 2016",949,2016,Arco,Speed,Women,Final,2016-08-26,/api/v1/category_rounds/3888/results,/api/v1/events/949/result/6
92,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Qualification,2016-09-14,/api/v1/category_rounds/3902/results,/api/v1/events/950/result/1
93,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3903/results,/api/v1/events/950/result/1
94,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Men,Final,2016-09-14,/api/v1/category_rounds/3904/results,/api/v1/events/950/result/1
95,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Women,Qualification,2016-09-14,/api/v1/category_rounds/3894/results,/api/v1/events/950/result/5
96,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Women,Semi-Final,2016-09-14,/api/v1/category_rounds/3895/results,/api/v1/events/950/result/5
97,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Lead,Women,Final,2016-09-14,/api/v1/category_rounds/3896/results,/api/v1/events/950/result/5
98,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Qualification,2016-09-14,/api/v1/category_rounds/3905/results,/api/v1/events/950/result/3
99,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Semi-Final,2016-09-14,/api/v1/category_rounds/3906/results,/api/v1/events/950/result/3
100,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Men,Final,2016-09-14,/api/v1/category_rounds/3907/results,/api/v1/events/950/result/3
101,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Women,Qualification,2016-09-14,/api/v1/category_rounds/3897/results,/api/v1/events/950/result/7
102,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Women,Semi-Final,2016-09-14,/api/v1/category_rounds/3898/results,/api/v1/events/950/result/7
103,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Boulder,Women,Final,2016-09-14,/api/v1/category_rounds/3899/results,/api/v1/events/950/result/7
104,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Qualification,2016-09-14,/api/v1/category_rounds/3908/results,/api/v1/events/950/result/2
105,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Men,Final,2016-09-14,/api/v1/category_rounds/3909/results,/api/v1/events/950/result/2
106,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Women,Qualification,2016-09-14,/api/v1/category_rounds/3900/results,/api/v1/events/950/result/6
107,IFSC Climbing World Championships - Paris (FRA) 2016,950,2016,Paris,Speed,Women,Final,2016-09-14,/api/v1/category_rounds/3901/results,/api/v1/events/950/result/6
108,IFSC Climbing Worldcup (S) -  Wujiang (CHN) 2016,951,2016,Wujiang,Speed,Men,Qualification,2016-10-18,/api/v1/category_rounds/3912/results,/api/v1/events/951/result/2
109,IFSC Climbing Worldcup (S) -  Wujiang (CHN) 2016,951,2016,Wujiang,Speed,Men,Final,2016-10-18,/api/v1/category_rounds/3913/results,/api/v1/events/951/result/2
110,IFSC Climbing Worldcup (S) -  Wujiang (CHN) 2016,951,2016,Wujiang,Speed,Women,Qualification,2016-10-18,/api/v1/category_rounds/3910/results,/api/v1/events/951/result/6
111,IFSC Climbing Worldcup (S) -  Wujiang (CHN) 2016,951,2016,Wujiang,Speed,Women,Final,2016-10-18,/api/v1/category_rounds/3911/results,/api/v1/events/951/result/6
112,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Men,Qualification,2016-10-22,/api/v1/category_rounds/5993/results,/api/v1/events/1163/result/1
113,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Men,Semi-Final,2016-10-22,/api/v1/category_rounds/5994/results,/api/v1/events/1163/result/1
114,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Men,Final,2016-10-22,/api/v1/category_rounds/5995/results,/api/v1/events/1163/result/1
115,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Qualification,2016-10-22,/api/v1/category_rounds/5988/results,/api/v1/events/1163/result/5
116,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Semi-Final,2016-10-22,/api/v1/category_rounds/5989/results,/api/v1/events/1163/result/5
117,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Lead,Women,Final,2016-10-22,/api/v1/category_rounds/5990/results,/api/v1/events/1163/result/5
118,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,Qualification,2016-10-22,/api/v1/category_rounds/5996/results,/api/v1/events/1163/result/2
119,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Men,Final,2016-10-22,/api/v1/category_rounds/5997/results,/api/v1/events/1163/result/2
120,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Women,Qualification,2016-10-22,/api/v1/category_rounds/5991/results,/api/v1/events/1163/result/6
121,"IFSC Climbing Worldcup (L, S) - Xiamen (CHN) 2016",1163,2016,Xiamen,Speed,Women,Final,2016-10-22,/api/v1/category_rounds/5992/results,/api/v1/events/1163/result/6
122,IFSC Climbing Worldcup (L) - Kranj (SLO) 2016,952,2016,Kranj,Lead,Men,Qualification,2016-11-26,/api/v1/category_rounds/3917/results,/api/v1/events/952/result/1
123,IFSC Climbing Worldcup (L) - Kranj (SLO) 2016,952,2016,Kranj,Lead,Men,Semi-Final,2016-11-26,/api/v1/category_rounds/3918/results,/api/v1/events/952/result/1
124,IFSC Climbing Worldcup (L) - Kranj (SLO) 2016,952,2016,Kranj,Lead,Men,Final,2016-11-26,/api/v1/category_rounds/3919/results,/api/v1/events/952/result/1
125,IFSC Climbing Worldcup (L) - Kranj (SLO) 2016,952,2016,Kranj,Lead,Women,Qualification,2016-11-26,/api/v1/category_rounds/3914/results,/api/v1/events/952/result/5
126,IFSC Climbing Worldcup (L) - Kranj (SLO) 2016,952,2016,Kranj,Lead,Women,Semi-Final,2016-11-26,/api/v1/category_rounds/3915/results,/api/v1/events/952/result/5
127,IFSC Climbing Worldcup (L) - Kranj (SLO) 2016,952,2016,Kranj,Lead,Women,Final,2016-11-26,/api/v1/category_rounds/3916/results,/api/v1/events/952/result/5
0,UIAA Worldcup - Imst (AUT) 2003,307,2003,Imst,Lead,Men,,2003-05-22,,/api/v1/events/307/result/1
1,UIAA Worldcup - Imst (AUT) 2003,307,2003,Imst,Lead,Women,,2003-05-22,,/api/v1/events/307/result/5
2,UIAA Worldcup - Yekaterinburg (RUS) 2003 (B+S),308,2003,Yekaterinburg,Boulder,Men,,2003-05-30,,/api/v1/events/308/result/3
3,UIAA Worldcup - Yekaterinburg (RUS) 2003 (B+S),308,2003,Yekaterinburg,Boulder,Women,,2003-05-30,,/api/v1/events/308/result/7
4,UIAA Worldcup - Yekaterinburg (RUS) 2003 (B+S),308,2003,Yekaterinburg,Speed,Men,,2003-05-30,,/api/v1/events/308/result/2
5,UIAA Worldcup - Yekaterinburg (RUS) 2003 (B+S),308,2003,Yekaterinburg,Speed,Women,,2003-05-30,,/api/v1/events/308/result/6
6,UIAA Worldcup - Yekaterinburg (RUS) 2003 (S),309,2003,Yekaterinburg,Speed,Men,,2003-06-04,,/api/v1/events/309/result/2
7,UIAA Worldcup - Yekaterinburg (RUS) 2003 (S),309,2003,Yekaterinburg,Speed,Women,,2003-06-04,,/api/v1/events/309/result/6
8,UIAA Worldcup - Yekaterinburg (RUS) 2003 (D+S),310,2003,Yekaterinburg,Lead,Men,,2003-06-06,,/api/v1/events/310/result/1
9,UIAA Worldcup - Yekaterinburg (RUS) 2003 (D+S),310,2003,Yekaterinburg,Lead,Women,,2003-06-06,,/api/v1/events/310/result/5
10,UIAA Worldcup - Yekaterinburg (RUS) 2003 (D+S),310,2003,Yekaterinburg,Speed,Men,,2003-06-06,,/api/v1/events/310/result/2
11,UIAA Worldcup - Yekaterinburg (RUS) 2003 (D+S),310,2003,Yekaterinburg,Speed,Women,,2003-06-06,,/api/v1/events/310/result/6
12,UIAA Worldcup - Fiera di Primiero (ITA) 2003,311,2003,Fiera di Primiero,Boulder,Men,,2003-06-13,,/api/v1/events/311/result/3
13,UIAA Worldcup - Fiera di Primiero (ITA) 2003,311,2003,Fiera di Primiero,Boulder,Women,,2003-06-13,,/api/v1/events/311/result/7
14,UIAA Worldcup - Lecco (ITA) 2003 (speed),312,2003,Lecco,Speed,Men,,2003-06-23,,/api/v1/events/312/result/2
15,UIAA Worldcup - Lecco (ITA) 2003 (speed),312,2003,Lecco,Speed,Women,,2003-06-23,,/api/v1/events/312/result/6
16,UIAA Worldcup - Lecco (ITA) 2003 (boulder),313,2003,Lecco,Boulder,Men,,2003-06-24,,/api/v1/events/313/result/3
17,UIAA Worldcup - Lecco (ITA) 2003 (boulder),313,2003,Lecco,Boulder,Women,,2003-06-24,,/api/v1/events/313/result/7
18,UIAA Worldcup - Lecco (ITA) 2003 (difficulty),314,2003,Lecco,Lead,Men,,2003-06-27,,/api/v1/events/314/result/1
19,UIAA Worldcup - Lecco (ITA) 2003 (difficulty),314,2003,Lecco,Lead,Women,,2003-06-27,,/api/v1/events/314/result/5
20,UIAA Worldchampionship - Chamonix (FRA) 2003,315,2003,Chamonix,Lead,Men,,2003-07-09,,/api/v1/events/315/result/1
21,UIAA Worldchampionship - Chamonix (FRA) 2003,315,2003,Chamonix,Lead,Women,,2003-07-09,,/api/v1/events/315/result/5
22,UIAA Worldchampionship - Chamonix (FRA) 2003,315,2003,Chamonix,Boulder,Men,,2003-07-09,,/api/v1/events/315/result/3
23,UIAA Worldchampionship - Chamonix (FRA) 2003,315,2003,Chamonix,Boulder,Women,,2003-07-09,,/api/v1/events/315/result/7
24,UIAA Worldchampionship - Chamonix (FRA) 2003,315,2003,Chamonix,Speed,Men,,2003-07-09,,/api/v1/events/315/result/2
25,UIAA Worldchampionship - Chamonix (FRA) 2003,315,2003,Chamonix,Speed,Women,,2003-07-09,,/api/v1/events/315/result/6
26,UIAA Worldcup - L'Argentière (FRA) 2003,316,2003,L'Argentière,Boulder,Men,,2003-07-24,,/api/v1/events/316/result/3
27,UIAA Worldcup - L'Argentière (FRA) 2003,316,2003,L'Argentière,Boulder,Women,,2003-07-24,,/api/v1/events/316/result/7
28,UIAA Worldcup - Val Daone (ITA) 2003,317,2003,Val Daone,Speed,Men,,2003-07-25,,/api/v1/events/317/result/2
29,UIAA Worldcup - Val Daone (ITA) 2003,317,2003,Val Daone,Speed,Women,,2003-07-25,,/api/v1/events/317/result/6
30,UIAA Worldcup - Aviles (ESP) 2003,318,2003,Aviles,Lead,Men,,2003-08-21,,/api/v1/events/318/result/1
31,UIAA Worldcup - Aviles (ESP) 2003,318,2003,Aviles,Lead,Women,,2003-08-21,,/api/v1/events/318/result/5
32,UIAA Worldcup - Rovereto (ITA) 2003,319,2003,Rovereto,Boulder,Men,,2003-09-11,,/api/v1/events/319/result/3
33,UIAA Worldcup - Rovereto (ITA) 2003,319,2003,Rovereto,Boulder,Women,,2003-09-11,,/api/v1/events/319/result/7
34,UIAA Worldcup - Aprica (ITA) 2003,320,2003,Aprica,Lead,Men,,2003-10-02,,/api/v1/events/320/result/1
35,UIAA Worldcup - Aprica (ITA) 2003,320,2003,Aprica,Lead,Women,,2003-10-02,,/api/v1/events/320/result/5
36,UIAA Worldcup - Prague (CZE) 2003,321,2003,Prague,Lead,Men,,2003-10-10,,/api/v1/events/321/result/1
37,UIAA Worldcup - Prague (CZE) 2003,321,2003,Prague,Lead,Women,,2003-10-10,,/api/v1/events/321/result/5
38,UIAA Worldcup - Valence (FRA) 2003,322,2003,Valence,Lead,Men,,2003-10-30,,/api/v1/events/322/result/1
39,UIAA Worldcup - Valence (FRA) 2003,322,2003,Valence,Lead,Women,,2003-10-30,,/api/v1/events/322/result/5
40,UIAA Worldcup - Kranj (SLO) 2003,323,2003,Kranj,Lead,Men,,2003-11-14,,/api/v1/events/323/result/1
41,UIAA Worldcup - Kranj (SLO) 2003,323,2003,Kranj,Lead,Women,,2003-11-14,,/api/v1/events/323/result/5
42,UIAA Worldcup - Shenzen (CHN) 2003,324,2003,Shenzen,Lead,Men,,2003-11-21,,/api/v1/events/324/result/1
43,UIAA Worldcup - Shenzen (CHN) 2003,324,2003,Shenzen,Lead,Women,,2003-11-21,,/api/v1/events/324/result/5
44,UIAA Worldcup - Shenzen (CHN) 2003,324,2003,Shenzen,Speed,Men,,2003-11-21,,/api/v1/events/324/result/2
45,UIAA Worldcup - Shenzen (CHN) 2003,324,2003,Shenzen,Speed,Women,,2003-11-21,,/api/v1/events/324/result/6
46,UIAA Worldcup - Edinburgh (GBR) 2003,325,2003,Edinburgh,Lead,Men,,2003-12-04,,/api/v1/events/325/result/1
47,UIAA Worldcup - Edinburgh (GBR) 2003,325,2003,Edinburgh,Lead,Women,,2003-12-04,,/api/v1/events/325/result/5
48,UIAA Worldcup - Edinburgh (GBR) 2003,325,2003,Edinburgh,Boulder,Men,,2003-12-04,,/api/v1/events/325/result/3
49,UIAA Worldcup - Edinburgh (GBR) 2003,325,2003,Edinburgh,Boulder,Women,,2003-12-04,,/api/v1/events/325/result/7
0,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Men,Qualification,2019-04-05,/api/v1/category_rounds/5454/results,/api/v1/events/1112/result/3
1,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Men,Semi-Final,2019-04-05,/api/v1/category_rounds/5455/results,/api/v1/events/1112/result/3
2,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Men,Final,2019-04-05,/api/v1/category_rounds/5456/results,/api/v1/events/1112/result/3
3,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Women,Qualification,2019-04-05,/api/v1/category_rounds/5451/results,/api/v1/events/1112/result/7
4,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Women,Semi-Final,2019-04-05,/api/v1/category_rounds/5452/results,/api/v1/events/1112/result/7
5,IFSC Climbing Worldcup (B) - Meiringen (SUI) 2019 ,1112,2019,Meiringen,Boulder,Women,Final,2019-04-05,/api/v1/category_rounds/5453/results,/api/v1/events/1112/result/7
6,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Men,Qualification,2019-04-12,/api/v1/category_rounds/5462/results,/api/v1/events/1113/result/3
7,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Men,Semi-Final,2019-04-12,/api/v1/category_rounds/5463/results,/api/v1/events/1113/result/3
8,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Men,Final,2019-04-12,/api/v1/category_rounds/5464/results,/api/v1/events/1113/result/3
9,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Qualification,2019-04-12,/api/v1/category_rounds/5457/results,/api/v1/events/1113/result/7
10,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Semi-Final,2019-04-12,/api/v1/category_rounds/5458/results,/api/v1/events/1113/result/7
11,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Boulder,Women,Final,2019-04-12,/api/v1/category_rounds/5459/results,/api/v1/events/1113/result/7
12,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Qualification,2019-04-12,/api/v1/category_rounds/5465/results,/api/v1/events/1113/result/2
13,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Men,Final,2019-04-12,/api/v1/category_rounds/5466/results,/api/v1/events/1113/result/2
14,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Qualification,2019-04-12,/api/v1/category_rounds/5460/results,/api/v1/events/1113/result/6
15,"IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2019 ",1113,2019,Moscow,Speed,Women,Final,2019-04-12,/api/v1/category_rounds/5461/results,/api/v1/events/1113/result/6
16,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",1114,2019,Chongqing,Boulder,Men,Qualification,2019-04-26,/api/v1/category_rounds/5472/results,/api/v1/events/1114/result/3
17,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",1114,2019,Chongqing,Boulder,Men,Semi-Final,2019-04-26,/api/v1/category_rounds/5473/results,/api/v1/events/1114/result/3
18,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",1114,2019,Chongqing,Boulder,Men,Final,2019-04-26,/api/v1/category_rounds/5474/results,/api/v1/events/1114/result/3
19,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",1114,2019,Chongqing,Boulder,Women,Qualification,2019-04-26,/api/v1/category_rounds/5467/results,/api/v1/events/1114/result/7
20,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",1114,2019,Chongqing,Boulder,Women,Semi-Final,2019-04-26,/api/v1/category_rounds/5468/results,/api/v1/events/1114/result/7
21,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",1114,2019,Chongqing,Boulder,Women,Final,2019-04-26,/api/v1/category_rounds/5469/results,/api/v1/events/1114/result/7
22,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",1114,2019,Chongqing,Speed,Men,Qualification,2019-04-26,/api/v1/category_rounds/5475/results,/api/v1/events/1114/result/2
23,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",1114,2019,Chongqing,Speed,Men,Final,2019-04-26,/api/v1/category_rounds/5476/results,/api/v1/events/1114/result/2
24,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",1114,2019,Chongqing,Speed,Women,Qualification,2019-04-26,/api/v1/category_rounds/5470/results,/api/v1/events/1114/result/6
25,"IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2019",1114,2019,Chongqing,Speed,Women,Final,2019-04-26,/api/v1/category_rounds/5471/results,/api/v1/events/1114/result/6
26,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Qualification,2019-05-03,/api/v1/category_rounds/5482/results,/api/v1/events/1115/result/3
27,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Semi-Final,2019-05-03,/api/v1/category_rounds/5483/results,/api/v1/events/1115/result/3
28,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Men,Final,2019-05-03,/api/v1/category_rounds/5484/results,/api/v1/events/1115/result/3
29,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Women,Qualification,2019-05-03,/api/v1/category_rounds/5477/results,/api/v1/events/1115/result/7
30,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Women,Semi-Final,2019-05-03,/api/v1/category_rounds/5478/results,/api/v1/events/1115/result/7
31,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Boulder,Women,Final,2019-05-03,/api/v1/category_rounds/5479/results,/api/v1/events/1115/result/7
32,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Speed,Men,Qualification,2019-05-03,/api/v1/category_rounds/5485/results,/api/v1/events/1115/result/2
33,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Speed,Men,Final,2019-05-03,/api/v1/category_rounds/5486/results,/api/v1/events/1115/result/2
34,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Speed,Women,Qualification,2019-05-03,/api/v1/category_rounds/5480/results,/api/v1/events/1115/result/6
35,"IFSC Climbing Worldcup (B,S) - Wujiang (CHN) 2019",1115,2019,Wujiang,Speed,Women,Final,2019-05-03,/api/v1/category_rounds/5481/results,/api/v1/events/1115/result/6
36,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Qualification,2019-05-18,/api/v1/category_rounds/5490/results,/api/v1/events/1116/result/3
37,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Semi-Final,2019-05-18,/api/v1/category_rounds/5491/results,/api/v1/events/1116/result/3
38,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Men,Final,2019-05-18,/api/v1/category_rounds/5492/results,/api/v1/events/1116/result/3
39,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Women,Qualification,2019-05-18,/api/v1/category_rounds/5487/results,/api/v1/events/1116/result/7
40,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Women,Semi-Final,2019-05-18,/api/v1/category_rounds/5488/results,/api/v1/events/1116/result/7
41,IFSC Climbing Worldcup (B) - Munich (GER) 2019,1116,2019,Munich,Boulder,Women,Final,2019-05-18,/api/v1/category_rounds/5489/results,/api/v1/events/1116/result/7
42,IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,1117,2019,Vail,Boulder,Men,Qualification,2019-06-07,/api/v1/category_rounds/5496/results,/api/v1/events/1117/result/3
43,IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,1117,2019,Vail,Boulder,Men,Semi-Final,2019-06-07,/api/v1/category_rounds/5497/results,/api/v1/events/1117/result/3
44,IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,1117,2019,Vail,Boulder,Men,Final,2019-06-07,/api/v1/category_rounds/5498/results,/api/v1/events/1117/result/3
45,IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,1117,2019,Vail,Boulder,Women,Qualification,2019-06-07,/api/v1/category_rounds/5493/results,/api/v1/events/1117/result/7
46,IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,1117,2019,Vail,Boulder,Women,Semi-Final,2019-06-07,/api/v1/category_rounds/5494/results,/api/v1/events/1117/result/7
47,IFSC Climbing Worldcup (B) - Vail (USA) 2019 ,1117,2019,Vail,Boulder,Women,Final,2019-06-07,/api/v1/category_rounds/5495/results,/api/v1/events/1117/result/7
48,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Lead,Men,Qualification,2019-07-04,/api/v1/category_rounds/5504/results,/api/v1/events/1118/result/1
49,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Lead,Men,Semi-Final,2019-07-04,/api/v1/category_rounds/5505/results,/api/v1/events/1118/result/1
50,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Lead,Men,Final,2019-07-04,/api/v1/category_rounds/5506/results,/api/v1/events/1118/result/1
51,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Lead,Women,Qualification,2019-07-04,/api/v1/category_rounds/5499/results,/api/v1/events/1118/result/5
52,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Lead,Women,Semi-Final,2019-07-04,/api/v1/category_rounds/5500/results,/api/v1/events/1118/result/5
53,"IFSC Climbing Worldcup (L, S) - Villars (SUI) 2019",1118,2019,Villars,Lead,Women,Final,2019-07-04,/api/v1/category_rounds/5501/results,/api/v1/events/1118/result/5
